source	isbn	name	author	label
Browns Books	9780072978902	Peter Norton's Introduction to Computers	norton, peter	True
A1Books	9780072978902	Peter Nortonandapos;s Intro to Computers 6/e	norton, peter	True
textbookxdotcom	9780072978902	Peter Norton's Introduction to Computers	norton	False
Movies With A Smile	9780072978902	Peter Norton's Intro to Computers 6/E	norton, peter	True
Caiman	9780072978902	Peter Norton's Introduction to Computers	norton, peter	True
Mellon's Books	9780072978902	PETER NORTON'S INTRODUCTION TO COMPUTERS	norton, peter	True
Quartermelon	9780072978902	PETER NORTON'S INTRODUCTION TO COMPUTERS	norton, peter	True
Blackwell Online	9780072978902	Peter Norton's Introduction to Computers	norton, peter	True
TheBookCom	9780072978902	Peter Norton's Introduction To Computers	norton, peter	True
Players Quest	9780072978902	Peter Norton's Intro to Computers 6/e	norton, peter	True
Stratford Books	9780072978902	PETER NORTON'S INTRODUCTION TO COMPUTERS	norton, peter	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780072978902	Peter Norton's Introduction To Computers	norton, peter	True
THESAINTBOOKSTORE	9780072978902	Peter Norton's Intro to Computers 6/e	norton, peter	True
Bobs Books	9780072978902	PETER NORTON'S INTRODUCTION TO COMPUTERS	norton, peter	True
Englishbookservice.com GTI GmbH	9780072978902	Intro to Computers	not available	False
Revaluation Books	9780072978902	Peter Norton's Introduction to Computers	norton, peter	True
Limelight Bookshop	9780072978902	Peter Norton's Introduction to Computers	norton, peter	True
Book Nook of Orange County	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate, and the UML (The Morgan Kaufmann Series in Software Engineering and Programming) (Hardcover)	r. j. wieringa this chapter gives examples of reactive systems and contrasts them to transformational systems, listing the characteristics that divide reactive systems from transformational systems.. (more)	False
SAIEIS INC	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate, and the UML (The Morgan Kaufmann Series in Software Engineering and Programming)	wieringa, r. j.; wieringa, roel	False
The Bookman, Inc.	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate, and the Uml	wieringa, r. j.	False
Bookbyte / Norwest Textbooks	9781558607552	Design Methods for Reactive Systems : Yourdon, Statemate, and the UML, by Wieringa	wieringa, r. j.; wieringa, roel	False
Sunmark Store	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate, and the UML (The.	not available	False
OPOE-ABE Books	9781558607552	DESIGN METHODS FOR REACTIVE SYSTEMS	wieringa	False
A1Books	9781558607552	Design Methods for Reactive Systems: Yourdan, Statemate, and the Uml	wieringa, r. j.	False
HTBOOK	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate, and the UML	r. j. wieringa &quot;	False
Powell's  Books	9781558607552	Design Methods for Software Systems Your	wieringa, r. j.	False
AshleyJohnson	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate, and the UML (The Morgan Kaufmann Series in Software Engineering and Programming)	wieringa, r. j.; wieringa, roel	False
Quartermelon	9781558607552	Design Methods for Reactive Systems, Yourdon, Statemate, and the UML	by (author) wieringa, r. j.	False
Stratford Books	9781558607552	Design Methods for Reactive Systems, Yourdon, Statemate, and the UML	by (author) wieringa, r. j.	False
Caiman	9781558607552	DESIGN METHODS FOR REACTIV	wieringa, r. j.	False
SARL Culture-Factory	9781558607552	Design Methods for Reactive Systems	wieringa	False
Quartermelon	9781558607552	DESIGN METHODS FOR REACTIVE SYSTEMS YOURDON, STATEMATE, AND THE UML	wieringa, roel j.	False
LAKESIDE BOOKS	9781558607552	DESIGN METHODS FOR REACTIVE SYSTEMS	wieringa, roel j.	False
TheBookCom	9781558607552	Design Methods For Reactive Systems : Yourdon, Statemate, And The Uml	wieringa, roel j.	False
The Book Depository	9781558607552	Design Methods for Reactive Systems	wieringa	False
FREE POSTAGE ! @thebookcompany	9781558607552	Design Methods For Reactive Systems : Yourdon, Statemate, And The Uml	wieringa, roel j.	False
Quartermelon	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate, and the UML	wieringa, r. j.; wieringa, roel	False
Papamedia.com	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate, and the UML (The Morgan Kaufmann Series in Software Engineering and Programming)	wieringa, r. j.	False
Bobs Books	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate and the UML	wieringa	False
Revaluation Books	9781558607552	Design Methods for Reactive Systems Yourdon, Statemate, and the Uml	wieringa, r. j.	False
Books Down Under	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate and the UML	wieringa	False
Limelight Bookshop	9781558607552	Design Methods for Reactive Systems: Yourdon, Statemate, and the UML	wieringa, r. j.	False
WorldOfBooks	9781558607552	Design Methods for Reactive Systems - Yourdon, Statemate and the UML	wieringa	False
Gunars Store	9781558607552	Design Methods for Reactive Systems - Yourdon, Statemate and the UML	wieringa	False
Indoo.com	9780072456103	Windows 2000 Computer Based Tutorial CD-ROM	laudon	False
A1Books	9780072456103	Windows 2000 Computer Based Tutorial Cd-Rom	kenneth laudon	False
textbookxdotcom	9780072456103	Microsoft Windows 2000 Brief Edition	kenneth c. laudon	True
Caiman	9780072456103	WINDOWS 2000 COMPUTER BASE D	kenneth c. laudon	True
Papamedia.com	9780072456103	Windows 2000 Computer Based Tutorial CD-ROM	kenneth laudon	False
Revaluation Books	9780072456103	Microsoft Windows 2000 Brief Edition	kenneth c. laudon	True
Highfield Book Shop	9780131414631	Quality of Service for Intenet Multimedia	jitae shin; daniel c. lee; c.c. jay kuo; c.-c. jay kuo	True
Bunches of Books	9780131414631	Quality of Service for Intenet Multimedia	jitae shin; daniel c. lee; c.c. jay kuo; c.-c. jay kuo	True
eCampus.com	9780131414631	Quality of Service for Internet Multimedia	shin, jitae; kuo, cc jay; lee, daniel c.	True
Indoo.com	9780131414631	Quality of Service for Intenet Multimedia	shin, jitaelee, daniel c.kuo, c.c. jay	False
A1Books	9780131414631	Quality of Service for Intenet Multimedia	jitae shin; daniel c. lee; c.c. jay kuo; c.-c. jay kuo	True
textbookxdotcom	9780131414631	Quality of Service for Internet Multimedia	cc jay kuo	False
Caiman	9780131414631	QUALITY OF SERVICE FOR INTENET	shin, jitae	False
Paperbackshop-US	9780131414631	Quality of Service for Internet Multimedia	shin, jitae/ lee, daniel c./ kuo, c. c.	True
Odeon Books	9780131414631	Quality of Service for Intenet Multimedia	jitae shin; daniel c. lee; c.c. jay kuo; c.-c. jay kuo	True
Books2Anywhere.com	9780131414631	Quality of Service for Internet Multimedia	shin, jitae/ lee, daniel c./ kuo, c. c.	True
Papamedia.com	9780131414631	Quality of Service for Intenet Multimedia	shin, jitae	False
Revaluation Books	9780131414631	Quality of Service for Internet Multimedia	jitae shin; daniel c. lee; c.c. jay kuo; c.-c. jay kuo	True
A1Books	9781555583385	IM Instant Messaging Security	phd, cism, john rittinghouse, phd, cism, cissp, james f. ransome	False
Caiman	9781555583385	IM INSTANT MESSAGING SECURITY	rittinghouse, john, phd	False
Browns Books	9781555583385	IM Instant Messaging Security	rittinghouse, john	False
Powell's  Books	9781555583385	Im Instant Messaging Security	rittinghouse, john	False
Book Lovers USA	9781555583385	IM Instant Messaging Security	phd, cism, john rittinghouse; phd, cism, cissp, ja	False
Quartermelon	9781555583385	IM INSTANT MESSAGING SECURITY	rittinghouse, john ransome, james f.	True
SARL Culture-Factory	9781555583385	IM Instant Messaging Security	rittinghouse, john	False
LAKESIDE BOOKS	9781555583385	IM INSTANT MESSAGING SECURITY	rittinghouse, johnransome, james f.	False
paperbackworld.de	9781555583385	IM Instant Messaging Security	rittinghouse, john ransome, james f.	False
AHA-BUCH	9781555583385	IM Instant Messaging Security	rittinghouse, john ransome, james f.	False
Versandantiquariat Robert A. Mueller	9781555583385	IM Instant Messaging Security	rittinghouse, john ransome, james f.	False
Stratford Books	9781555583385	IM INSTANT MESSAGING SECURITY	rittinghouse, john ransome, james f.	True
The Book Depository	9781555583385	IM Instant Messaging Security	rittinghouse, john	False
Quartermelon	9781555583385	IM Instant Messaging Security	rittinghouse, john ransome, james f.	False
Bobs Books	9781555583385	INSTANT MESSAGING SECURITY	rittinghouse, john ransome, james f.	False
Books Down Under	9781555583385	INSTANT MESSAGING SECURITY	rittinghouse, john ransome, james f.	False
Papamedia.com	9781555583385	IM Instant Messaging Security	phd, cism, john rittinghouse, phd, cism, cissp, james f. ransome	False
Revaluation Books	9781555583385	IM Instant Messaging Security	rittinghouse, john, ph.d./ ransome, james f.	False
WorldOfBooks	9781555583385	Instant Messaging Security	ransome,james	False
Gunter Koppon	9781555583385	Instant Messaging Security	ransome,james	False
Gunars Store	9781555583385	Instant Messaging Security	ransome,james	False
Limelight Bookshop	9781555583385	IM Instant Messaging Security	rittinghouse, john w.	False
Indoo.com	9780073195995	Design for Electrical and Computer Engineers: Theory Concepts and Practice	ford	False
a2zbooks	9780073195995	Design for Electrical and Computer Engineers: Theory Concepts and Practice	ford, ralph; coulston, chris	False
Quartermelon	9780073195995	DESIGN FOR ELECTRICAL AND COMPUTER ENGINEERS THEORY CONCEPTS AND PRACTICE	ford, ralph; coulston, chris	False
A1Books	9780073195995	Design for Electrical and Computer Engineers : Theory Concepts and Practice	ford, ralph; coulston, chris	False
Browns Books	9780073195995	Design for Electrical and Computer Engineers	ford, ralph	False
textbookxdotcom	9780073195995	Design for Electrical and Computer Engineers: Theory Concepts and Practice	ford	False
SWOOP	9780073195995	DESIGN FOR ELECTRICAL AND COMPUTER ENGINEERS	ford, ralph	False
Caiman	9780073195995	Design for Electrical And Computer Engineers.	ford, ralph/ coulson, chris.	False
TheBookCom	9780073195995	Design For Electrical And Computer Engineers : Theory Concepts And Practice	ford, ralph	False
Mellon's Books	9780073195995	DESIGN FOR ELECTRICAL AND COMPUTER ENGINEERS	ford, ralph	False
Blackwell Online	9780073195995	Design for Electrical and Computer Engineers: Theory Concepts and Practice	ford, ralph m. coulston, chris s.	True
Stratford Books	9780073195995	DESIGN FOR ELECTRICAL AND COMPUTER ENGINEERS THEORY CONCEPTS AND PRACTICE	ford, ralph; coulston, chris	False
FREE U.S. AIR SHIPPING @ thebookcompany	9780073195995	Design For Electrical And Computer Engineers : Theory Concepts And Practice	ford, ralph	False
THESAINTBOOKSTORE	9780073195995	Design for Electrical and Computer Engineers: Theory Concepts and Practice	ford, ralph; coulston, chris	False
Bobs Books	9780073195995	DESIGN FOR ELECTRICAL AND COMPUTER ENGINEERS	ford, ralph; coulston, chris	False
pat marketing	9780072229240	Introduction to Relational Databases	none	False
Technischer Overseas Pvt. Ltd.	9780072229240	Introduction to Relational Databases and SQL Programming (With 3 CDs) 1/e	allen	False
textbooksNow	9780072229240	Intro to Relational Databases &amp; SQL Prog (w/3 CDs)	allen	False
Cobain LLC	9780072229240	Introduction to Relational Databases	christopher allen, catherine creary, simon chatwin	True
Caiman	9780072229240	INTRO TO RELATIONAL DATAB-W/CD	allen, christopher	False
TheBookCom	9780072229240	Introduction To Relational Databases And Sql Programming	allen, christopher	False
Mellon's Books	9780072229240	INTRODUCTION TO RELATIONAL DATABASES AND SQL PROGRAMMING	allen, christopher	False
Indoo.com	9780072229240	Introduction to Relational Databases &amp; SQL Programming	allen/ creary	False
FREE U.S. AIR SHIPPING @ thebookcompany	9780072229240	Introduction To Relational Databases And Sql Programming	allen, christopher	False
A1Books	9780072229240	Introduction to Relational Databases	christopher allen, catherine creary, simon chatwin	True
textbookxdotcom	9780072229240	Introduction to Relational Databases and SQL Programming	allen, christopher	False
Blackwell Online	9780072229240	Introduction to Relational Databases and SQL Programming	christopher allen, catherine creary, simon chatwin	True
THESAINTBOOKSTORE	9780072229240	Introduction to Relational Databases	christopher allen, catherine creary, simon chatwin	True
Paperbackshop-US	9780072229240	Introduction to Relational Databases and SQL Progr	allen, christopher/ creary, catherine/ c	False
Revaluation Books	9780072229240	Introduction to Relational Databases and SQL Programming	allen, christopher	False
Papamedia.com	9780072229240	Introduction to Relational Databases	allen, christopher	False
Revaluation Books	9780072229240	Introduction to Relational Databases and SQL Programming	christopher allen, catherine creary, simon chatwin	True
YoYo's Books	9780120510405	Information Tasks (Library and Information Science)	bryce l. allen	False
Avol's Bookstore	9780120510405	Information Tasks: Toward a User-Centered Approach to Information Systems	bryce l. allen	False
Bookmantra.com	9780120510405	Information Tasks - Towards a User-Centered Approach to Information Systems	allen, bryce,	True
A1Books	9780120510405	Information Tasks	bryce l. allen	False
Primrose Hill Books BA	9780120510405	Information Tasks Toward a User-Centered Approach to Information Systems	bryce l. allen	False
Caiman	9780120510405	INFO TASKS	allen, bryce,	True
Limelight Bookshop	9780120510405	Information Tasks: Toward a User-Centered Approach to Information Systems	bryce l. allen	False
Paperbackshop-US	9780120510405	Information Tasks	bryce l. allen	False
Books2Anywhere.com	9780120510405	Information Tasks	bryce l. allen	False
LAKESIDE BOOKS	9780120510405	INFORMATION TASKS	allen, bryce,	True
IHS ATP	9780120510405	Information Tasks: Toward a User-Centered Approach to Information Systems	allen, bryce,	True
Quartermelon	9780120510405	Information Tasks: Toward a User-Centered Approach to Information Systems	allen, bryce,	True
paperbackworld.de	9780120510405	Information Tasks: Toward a User-Centered Approach to Information Systems	allen, bryce,	True
Quartermelon	9780120510405	INFORMATION TASKS TOWARD A USER-CENTERED APPROACH TO INFORMATION SYSTEMS	allen, bryce,	True
Papamedia.com	9780120510405	Information Tasks (Library and Information Science)	bryce l. allen	False
TheBookCom	9780120510405	Information Tasks : Toward A User-Centered Approach To Information Systems	allen, bryce,	True
FREE POSTAGE ! @thebookcompany	9780120510405	Information Tasks : Toward A User-Centered Approach To Information Systems	allen, bryce,	True
Revaluation Books	9780120510405	Information Tasks Toward a User-Centered Approach to Information Systems	allen, bryce,	True
OPOE-ABE Books	9780072939200	MICRSFT.OFFICE ACCESS BRIEF,2003-W/CD	oleary	False
Revaluation Books	9780072939200	O'Leary Series: Microsoft Access 2003 Brief with Student Data File CD (O'Leary S.)	timothy j o'leary linda i o'leary	True
eCampus.com	9780201786958	Exploiting Software: How to Break Code	hoglund, greg; mcgraw, gary	True
Technischer Overseas Pvt. Ltd.	9780201786958	Exploiting Software: How to Break Code	hoglund	False
BEST BARGAIN BOOKS	9780201786958	Exploiting Software: How to Break Code (Addison-Wesley Software Security Series)	hoglund, greg; mcgraw, gary	True
Indoo.com	9780201786958	Exploiting Software: How to Break Code	hoglund, gregmcgraw, gary	False
www.BlueCrestBooks.com	9780201786958	Exploiting Software : How to Break Code	hoglund, greg; mcgraw, gary	True
BookJoe	9780201786958	Exploiting Software : How to Break Code [Paperback] by Hoglund, Greg; McGraw...	not available	False
Caiman	9780201786958	EXPLOITING SOFTWARE	hoglund, greg	False
Movies With A Smile	9780201786958	Exploiting Software: How to Break Code	hoglund, greg; mcgraw, gary	True
textbookxdotcom	9780201786958	Exploiting Software How to Break Code	gary mcgraw	False
A1Books	9780201786958	Exploiting Software: How to Break Code	hoglund, greg; mcgraw, gary	True
AlphaCraze.com	9780201786958	Exploiting Software: How to Break Code (Addison-Wesley Software Security Series)	hoglund, greg; mcgraw, gary	True
DVD Legacy	9780201786958	Exploiting Software: How to Break Code	hoglund, greg; mcgraw, gary	True
Paperbackshop-US	9780201786958	Exploiting Software	hoglund, greg; mcgraw, gary	True
Books2Anywhere.com	9780201786958	Exploiting Software	hoglund, greg; mcgraw, gary	True
Annex Books Inc	9780201786958	Exploiting Software: How to Break Code (Addison-Wesley Software Security Series)	hoglund, greg; mcgraw, gary	True
Henry's Biz Books	9780201786958	Exploiting Software: How to Break Code (Addison-Wesley Software Security Series)	hoglund, greg; mcgraw, gary	True
OPOE-ABE Books	9780201786958	EXPLOITING SOFTWARE	hoglund	False
Players Quest	9780201786958	Exploiting Software : How to Break Code	hoglund, greg; mcgraw, gary	True
Striped Ostrich	9780201786958	Exploiting Software : How to Break Code	hoglund, greg; mcgraw, gary	True
Kayleighbug Books	9780201786958	Exploiting Software: How to Break Code (Addison-Wesley Software Security Series)	hoglund, greg; mcgraw, gary	True
Kayleighbug	9780201786958	Exploiting Software: How to Break Code (Addison-Wesley Software Security Series)	hoglund, greg; mcgraw, gary	True
Papamedia.com	9780201786958	Exploiting Software : How to Break Code	hoglund, greg	False
Odeon Books	9780201786958	Exploiting Software: How to Break Code (Addison-Wesley Software Security Series)	hoglund, greg; mcgraw, gary	True
Powell's  Books	9780201786958	Exploiting Software How To Break Code	hoglund, greg	False
Blackwell Online	9780201786958	Exploiting Software	hoglund, greg; mcgraw, gary	True
Englishbookservice.com GTI GmbH	9780201786958	Exploiting Software: How to Break Code	hoglund, greg; mcgraw, gary	True
paperbackworld.de	9780201786958	Exploiting Software	hoglund, greg; mcgraw, gary	True
Versandantiquariat Robert A. Mueller	9780201786958	Exploiting Software. How to Break Code.	hoglund, greg; mcgraw, gary	True
AHA-BUCH	9780201786958	Exploiting Software	hoglund, greg; mcgraw, gary	True
COBU GmbH & Co. KG	9780201786958	Exploiting Software	hoglund, greg; mcgraw, gary	True
Morgenstundt Buch & Kunst	9780201786958	Exploiting Software: How to Break Code	hoglund, greg; mcgraw, gary	True
Marando.de Versandbuchhandlung	9780201786958	Exploiting Software	hoglund, greg; mcgraw, gary	True
TheBookCom	9780201786958	Exploiting Software : How To Break Code	hoglund, greg	False
Mellon's Books	9780201786958	EXPLOITING SOFTWARE	hoglund, greg	False
FREE U.S. AIR SHIPPING @ thebookcompany	9780201786958	Exploiting Software : How To Break Code	hoglund, greg	False
Revaluation Books	9780201786958	Exploiting Software How to Break Code	hoglund, greg; mcgraw, gary	True
THESAINTBOOKSTORE	9780201786958	Exploiting Software: How to Break Code (Addison-Wesley Software Security Series)	hoglund, greg; mcgraw, gary	True
Revaluation Books	9780201786958	Exploiting Software:How to Break Code	hoglund, greg; mcgraw, gary	True
Gunars Store	9780201786958	Exploiting Software: How to Break Code	mcgraw &amp; hoglund	False
Gunter Koppon	9780201786958	Exploiting Software: How to Break Code	mcgraw &amp; hoglund	False
MildredsBooks	9780201786958	Exploiting Software : How to Break Code	hoglund, greg; mcgraw, gary	True
ProService	9780072976779	Applied Numerical Methods: With MATLAB for Engineers and Scientists	chapra, steve	False
brandnewtextbooks	9780072976779	Applied Numerical Methods: With MATLAB for Engineers and Scientists	chapra, steven c.	True
JESSEBOOK	9780072976779	Applied Numerical Methods: With MATLAB for Engineers and Scientists	chapra, steve	False
Covenant International Inc.	9780072976779	Applied Numerical Methods: With MATLAB for Engineers and Scientists	chapra, steve	False
Alinonline	9780072976779	Applied Numerical Methods: With MATLAB for Engineers and Scientists	chapra, steve	False
Missionbooks	9780072976779	APPLIED NUMERICAL METHODS WITH MATLAB FOR ENGINEERS &amp;amp; SCIENTISTS 2005	chapra	False
BradsBooks.Com	9780072976779	Applied Numerical Methods with MATLAB for Engineering and Science w/ Engineering Subscription Card	chapra, steven c.	True
Collegebooksdirect.com	9780072976779	Applied Numerical Methods: With MATLAB for Engineers and Scientists	chapra, steve	False
Campus Book Store	9780072976779	Applied Numerical Methods with MATLAB for Engineering and Science w/ Engineering Subscription Card	chapra, steven c.	True
boox2relyon	9780072976779	Applied Numerical Methods with Matlab for Engineers &amp; Scientists	chapra	False
AAA Textbooks	9780072976779	Applied Numerical Methods with MATLAB for Engineering and Science w...	not available	False
BookHolders	9780072976779	Applied Numerical Methods	chapra, steven c.	True
Bobs Books	9780072976779	Applied Numerical Methods with MATLAB for Engineering and Science w/ Engineering Subscription Card	chapra, steven	False
Books Down Under	9780072976779	Applied Numerical Methods with MATLAB for Engineering and Science w/ Engineering Subscription Card	chapra, steven	False
Indoo.com	9780072976779	Applied Numerical Methods with MATLAB for Engineering and Science w/ Engineering Subscription Card	chapra	False
A1Books	9780072976779	Applied Numerical Methods with MATLAB for Engineering and Science w/ Engineering Subscription Card	chapra, steven c.	True
textbookxdotcom	9780072976779	Applied Numerical Methods With MATLAB for Engineers and Scientists	chapra, steve	False
Caiman	9780072976779	APPLIED NUMERICAL METHODS W/MA	chapra, steven c.	True
BYOtB college textbook store	9780072976779	Applied Numerical Methods with MATLAB for Engineering and Science w/ Engineering Subscription Card	chapra, steven c.	True
Papamedia.com	9780072976779	Applied Numerical Methods with MATLAB for Engineering and Science w/ Engineering Subscription Card	chapra, steven c.	True
paperbackworld.de	9780072976779	Applied Numerical Methods with MATLAB for Engineers and Scientists W/ Engineering Subscription Card	chapra, steven c.	True
studentbookstoreglobal	9780073212227	Vector Mechanics for Engineers: Statics and Dynamics	beer, ferdinand p.; johnston, jr. e. russell; etc.	False
textbooksNow	9780073212227	Vector Mechanics etc: Statics &amp; Dynamics (w/CD)	beer	False
Indoo.com	9780073212227	Vector Mechanics for Engineers: Statics and Dynamics	beer	False
A1Books	9780073212227	Vector Mechanics For Engineers : Statics And Dynamics	ferdinand p. beer, jr., e. russell johnston, elliot r. eisenberg, william e. clausen	False
textbookxdotcom	9780073212227	Vector Mechanics for Engineers: Statics and Dynamics	beer, ferdinand p.; johnston, jr. e. russell; etc.	False
Caiman	9780073212227	Vector Mechanics for Engineers.	beer, ferdinand p.	False
Englishbookservice.com GTI GmbH	9780073212227	Vector Mechanics for Engineers: Statics and Dynamics	beer, ferdinand p.; johnston, jr. e. russell; etc.	False
Revaluation Books	9780073212227	Vector Mechanics for Engineers Statics &amp; Dynamics	ferdinand p. beer, jr., e. russell johnston, elliot r. eisenberg, william e. clausen	False
A1Books	9780750681896	Communicating With Email And The Internet: Learning Made Simple	p k mcbride	False
Caiman	9780750681896	Learning Made Simple-Communicating With	p k mcbride	False
Movies With A Smile	9780750681896	Communicating with Email and the Internet: Learning Made Simple	p k mcbride	False
Quartermelon	9780750681896	COMMUNICATING WITH EMAIL AND THE INTERNET LEARNING MADE SIMPLE	mcbride, peter	True
Browns Books	9780750681896	Communicating with Email and the Internet	mcbride, peter	True
Book Lovers USA	9780750681896	Communicating with Email and the Internet: Learning Made Simple	p k mcbride	False
SARL Culture-Factory	9780750681896	Communicating with Email and the Internet	p.k. mcbride 0	False
LAKESIDE BOOKS	9780750681896	COMMUNICATING WITH EMAIL AND THE INTERNET	mcbride, peter	True
Blackwell Online	9780750681896	Communicating with Email and the Internet	mcbride, peter	True
TheBookCom	9780750681896	Communicating With Email And The Internet : Learning Made Simple	mcbride, peter	True
Players Quest	9780750681896	Communicating with Email and the Internet: Learning Made Simple	p k mcbride	False
Stratford Books	9780750681896	COMMUNICATING WITH EMAIL AND THE INTERNET LEARNING MADE SIMPLE	mcbride, peter	True
Revaluation Books	9780750681896	Communicating With E-mail and the Internet Learning Made Simple	p k mcbride	False
Books Down Under	9780750681896	Communicating with Email and the Internet	p k mcbride	False
FREE POSTAGE ! @thebookcompany	9780750681896	Communicating With Email And The Internet : Learning Made Simple	mcbride, peter	True
Bobs Books	9780750681896	Communicating with Email and the Internet	p k mcbride	False
Bobs Books	9780750681896	Communicating with Email and the Internet	p k mcbride	False
Bobs Books	9780750681896	COMMUNICATING WITH EMAIL AND THE INTERNET	p k mcbride	False
A1Books	9780122861604	An Introduction to Ray Tracing	andrew s. glassner	True
BPC Books	9780122861604	AN INTRODUCTION TO RAY TRACING	andrew s. glassner, ed	False
Bookmantra.com	9780122861604	An Introduction to Ray Tracing - Bridging Heterogeneous Databases	glassner,	False
The Critical Eye Used Books	9780122861604	An Introduction to Ray Tracing	not available	False
BookFargo C/O Christopher Roman	9780122861604	An Introduction to Ray tracing (The Morgan Kaufmann Series in Computer Graphics)	andrew s. glassner	True
Caiman	9780122861604	INTRO TO RAY TRACING -OS	andrew s. glassner	True
paperbackworld.de	9780122861604	An Introduction to Ray Tracing	not available	False
Papamedia.com	9780122861604	An Introduction to Ray tracing (The Morgan Kaufmann Series in Computer Graphics)	andrew s. glassner	True
Quartermelon	9780122861604	An Introduction to Ray tracing	by (author) glassner, andrew s.	False
Stratford Books	9780122861604	An Introduction to Ray tracing	by (author) glassner, andrew s.	False
Limelight Bookshop	9780122861604	An Introduction to Ray tracing	andrew s. glassner	True
Caiman	9780321340795	Computer Systems Architecture	rob williams	True
Browns Books	9780321340795	Computer Systems Architecture	rob williams	True
Quartermelon	9780321340795	COMPUTER SYSTEMS ARCHITECTURE A NETWORKING APPROACH	rob williams	True
SWOOP	9780321340795	COMPUTER SYSTEMS ARCHITECTURE	rob williams	True
Mellon's Books	9780321340795	COMPUTER SYSTEMS ARCHITECTURE	rob williams	True
TheBookCom	9780321340795	Computer Systems Architecture : A Networking Approach	rob williams	True
Stratford Books	9780321340795	COMPUTER SYSTEMS ARCHITECTURE A NETWORKING APPROACH	rob williams	True
FREE U.S. AIR SHIPPING @ thebookcompany	9780321340795	Computer Systems Architecture : A Networking Approach	rob williams	True
Revaluation Books	9780321340795	Computer Systems Architecture:a Networking Approach	rob williams	True
The Book Depository	9780321340795	Computer Systems Architecture	rob williams	True
THESAINTBOOKSTORE	9780321340795	Computer Systems Architecture: a Networking Approach (2nd Edition)	rob williams	True
A1Books	9780321340795	Computer Systems Architecture: a Networking Approach	rob williams	True
Bobs Books	9780321340795	COMPUTER SYSTEMS ARCHITECTURE	rob williams	True
textbookxdotcom	9780321340795	Computer Systems Architecture A Networking Approach	rob williams	True
Bobs Books	9780321340795	Computer Systems Architecture	rob williams	True
Revaluation Books	9780321340795	Computer Systems Architecture: A Networking Approach	rob williams	True
Revaluation Books	9780321340795	Computer Systems Architecture: a Networking Approach (2nd Edition)	rob williams	True
Northeast Books	9780072229233	The Healthy PC: Preventive Care and Home Remedies for Your Computer	holzman, carey	True
Great Buy Books	9780072229233	The Healthy PC: Preventive Care and Home Remedies for Your Computer	holzman, carey	True
BookCloseOuts.com	9780072229233	The Healthy PC	holzman, carey	True
Indoo.com	9780072229233	The Healthy PC: Preventive Care and Home Remedies for Your Computer	holzman	False
Caiman	9780072229233	HEALTHY PC	holzman, carey	True
A1Books	9780072229233	The Healthy PC: Preventive Care and Home Remedies for Your Computer	holzman, carey	True
textbookxdotcom	9780072229233	The Healthy PC Preventive Care and Home Remedies for Your Computer	robert shimonski	False
Quartermelon	9780072229233	HEALTHY PC PREVENTIVE CARE AND HOME REMEDIES FOR YOUR COMPUTER	holzman, carey shimonski, robert	False
Browns Books	9780072229233	The The	holzman, carey	True
Odeon Books	9780072229233	The Healthy PC: Preventive Care and Home Remedies for Your Computer	holzman, carey	True
paperbackworld.de	9780072229233	The Healthy PC: Preventive Care and Home Remedies for Your Computer	holzman, carey	True
SWOOP	9780072229233	HEALTHY PC	holzman, carey	True
Papamedia.com	9780072229233	The Healthy PC: Preventive Care and Home Remedies for Your Computer	holzman, carey	True
TheBookCom	9780072229233	The Healthy Pc : Preventive Care And Home Remedies For Your Computer	holzman, carey	True
THESAINTBOOKSTORE	9780072229233	The Healthy PC: Preventive Care and Home Remedies for Your Computer	holzman, carey	True
AHA-BUCH	9780072229233	The Healthy PC	holzman, carey	True
Marando.de Versandbuchhandlung	9780072229233	The Healthy PC	holzman, carey	True
Mellon's Books	9780072229233	HEALTHY PC	holzman, carey	True
Stratford Books	9780072229233	HEALTHY PC PREVENTIVE CARE AND HOME REMEDIES FOR YOUR COMPUTER	holzman, carey shimonski, robert	False
Books2Anywhere.com	9780072229233	Healthy Pc	robert shimonski	False
Blackwell Online	9780072229233	The Healthy PC	holzman, carey shimonski, robert	False
Revaluation Books	9780072229233	The Healthy PC Preventive Care and Home Remedies for Your Computer	holzman, carey/ parikh, nina/ shimonski, robert	False
The Book Depository	9780072229233	Healthy PC	holzman	False
FREE U.S. AIR SHIPPING @ thebookcompany	9780072229233	The Healthy Pc : Preventive Care And Home Remedies For Your Computer	holzman, carey	True
Books Down Under	9780072229233	The Healthy PC: Preventive Care and Home Remedies for Your Computer	holzman, carey	True
Bobs Books	9780072229233	HEALTHY PC	holzman, carey shimonski, robert	False
Bobs Books	9780072229233	The Healthy PC: Preventive Care and Home Remedies for Your Computer	holzman, carey	True
Gildonbooks	9780672321467	Oracle Performance Tuning	whalen, edward; schroeter, mitchell	True
